Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2023-11-15 14:51:19Z : PB = 204308480 : In   : -------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2023-11-15 14:53:14Z : PB = 347557888 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:14Z : PB = 347557888 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:14Z : PB = 347557888 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:14Z : PB = 347557888 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2023-11-15 14:53:14Z : PB = 347557888 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2023-11-15 14:53:14Z : PB = 347557888 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2023-11-15 14:53:14Z : PB = 347557888 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2023-11-15 14:53:14Z : PB = 347557888 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2023-11-15 14:53:14Z : PB = 347557888 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
2023-11-15 14:53:16Z : PB = 347521024 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2023-11-15 14:53:16Z : PB = 347521024 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2023-11-15 14:53:16Z : PB = 347291648 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2023-11-15 14:53:38Z : PB = 331354112 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2023-11-15 14:53:38Z : PB = 331227136 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2023-11-15 14:53:38Z : PB = 331227136 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2023-11-15 14:53:38Z : PB = 331227136 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 1])
2023-11-15 14:53:38Z : PB = 331227136 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 1], ignoreCache=True, settingsPath=<null>)
2023-11-15 14:53:38Z : PB = 331231232 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2023-11-15 14:53:38Z : PB = 331231232 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2023-11-15 14:53:38Z : PB = 331231232 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:38Z : PB = 331231232 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:38Z : PB = 331231232 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:38Z : PB = 331231232 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:38Z : PB = 331231232 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:38Z : PB = 336814080 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:38Z : PB = 336814080 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:38Z : PB = 336814080 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:38Z : PB = 336814080 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:38Z : PB = 336814080 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:38Z : PB = 336818176 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:38Z : PB = 336818176 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:38Z : PB = 336818176 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:38Z : PB = 339447808 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:38Z : PB = 339447808 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:38Z : PB = 339447808 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:38Z : PB = 339447808 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:38Z : PB = 339447808 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:38Z : PB = 339447808 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:38Z : PB = 339447808 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:38Z : PB = 339447808 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:38Z : PB = 342880256 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:38Z : PB = 342880256 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:38Z : PB = 342880256 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:39Z : PB = 342880256 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:39Z : PB = 342880256 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:39Z : PB = 342880256 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:39Z : PB = 342880256 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:39Z : PB = 342880256 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:39Z : PB = 346337280 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:39Z : PB = 346337280 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:39Z : PB = 346337280 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:39Z : PB = 346337280 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:39Z : PB = 346337280 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:39Z : PB = 346341376 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:39Z : PB = 346341376 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:39Z : PB = 346341376 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:39Z : PB = 349790208 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:39Z : PB = 349790208 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:39Z : PB = 349790208 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:39Z : PB = 349790208 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:39Z : PB = 349790208 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:39Z : PB = 349790208 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:39Z : PB = 349790208 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:39Z : PB = 349790208 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:39Z : PB = 336220160 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:39Z : PB = 336220160 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:39Z : PB = 336220160 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:39Z : PB = 336220160 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:39Z : PB = 336220160 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:39Z : PB = 336220160 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:39Z : PB = 336220160 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:39Z : PB = 336220160 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:39Z : PB = 337059840 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:39Z : PB = 337059840 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:39Z : PB = 337059840 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:39Z : PB = 337059840 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:39Z : PB = 337059840 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:39Z : PB = 337059840 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:39Z : PB = 337059840 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:39Z : PB = 337059840 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:40Z : PB = 340508672 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:40Z : PB = 340508672 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:40Z : PB = 340508672 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:40Z : PB = 340508672 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:40Z : PB = 340508672 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:40Z : PB = 340508672 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:40Z : PB = 340508672 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:40Z : PB = 340508672 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:40Z : PB = 343056384 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:40Z : PB = 343121920 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:40Z : PB = 343252992 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:40Z : PB = 343252992 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:40Z : PB = 343252992 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:40Z : PB = 343252992 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:40Z : PB = 343252992 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:40Z : PB = 343252992 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:40Z : PB = 336166912 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:40Z : PB = 336166912 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:40Z : PB = 336166912 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:40Z : PB = 336166912 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:40Z : PB = 336166912 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:40Z : PB = 336166912 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:40Z : PB = 336166912 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:40Z : PB = 336166912 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:40Z : PB = 336986112 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:40Z : PB = 336986112 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:40Z : PB = 336986112 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:40Z : PB = 336986112 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:40Z : PB = 336986112 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:40Z : PB = 336986112 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:40Z : PB = 336986112 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:40Z : PB = 336986112 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:40Z : PB = 339640320 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:40Z : PB = 339640320 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:40Z : PB = 339640320 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:40Z : PB = 339640320 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:40Z : PB = 339640320 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:40Z : PB = 339410944 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:40Z : PB = 339410944 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:40Z : PB = 339410944 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:40Z : PB = 342315008 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:40Z : PB = 342315008 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:40Z : PB = 342315008 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:40Z : PB = 342315008 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:40Z : PB = 342315008 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:40Z : PB = 342515712 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:40Z : PB = 342581248 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:40Z : PB = 342646784 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:41Z : PB = 331161600 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:41Z : PB = 331264000 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:41Z : PB = 331264000 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:41Z : PB = 331264000 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:41Z : PB = 331264000 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:41Z : PB = 331264000 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:41Z : PB = 331264000 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:41Z : PB = 331264000 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:41Z : PB = 334708736 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:41Z : PB = 334708736 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:41Z : PB = 334708736 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:41Z : PB = 334708736 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:41Z : PB = 334708736 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:41Z : PB = 334708736 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:41Z : PB = 334708736 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:41Z : PB = 334708736 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:41Z : PB = 338919424 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:41Z : PB = 338919424 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:41Z : PB = 338919424 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:41Z : PB = 338919424 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:41Z : PB = 338919424 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:41Z : PB = 338919424 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:41Z : PB = 338919424 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:41Z : PB = 338919424 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:41Z : PB = 342949888 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:41Z : PB = 342949888 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:41Z : PB = 342949888 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:41Z : PB = 342949888 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:41Z : PB = 342949888 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:41Z : PB = 342949888 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:41Z : PB = 342949888 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:41Z : PB = 342949888 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:41Z : PB = 330076160 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:41Z : PB = 329846784 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:41Z : PB = 329846784 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:41Z : PB = 329846784 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:41Z : PB = 329846784 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:41Z : PB = 329846784 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:41Z : PB = 329846784 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:41Z : PB = 329846784 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:41Z : PB = 334790656 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:41Z : PB = 334790656 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:42Z : PB = 334790656 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:42Z : PB = 334790656 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:42Z : PB = 334921728 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:42Z : PB = 333185024 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2023-11-15 14:53:42Z : PB = 333185024 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2023-11-15 14:53:42Z : PB = 333185024 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2023-11-15 14:53:42Z : PB = 337661952 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2023-11-15 14:53:42Z : PB = 337661952 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2023-11-15 14:53:42Z : PB = 337661952 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2023-11-15 14:53:42Z : PB = 337661952 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2023-11-15 14:53:42Z : PB = 337661952 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2023-11-15 14:53:42Z : PB = 337661952 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
